0; 2.563372e+00; 9.588563e-02
500000; 2.320000e+00; 2.400000e-01
1000000; 3.920000e+00; 2.400000e-01
1500000; 4.480000e+00; 2.400000e-01
2000000; 4.400000e+00; 2.400000e-01
2500000; 4.320000e+00; 2.400000e-01
3000000; 4.400000e+00; 2.400000e-01
3500000; 4.480000e+00; 2.400000e-01
4000000; 4.400000e+00; 2.400000e-01
4500000; 4.400000e+00; 2.400000e-01
5000000; 4.400000e+00; 2.400000e-01
5500000; 4.400000e+00; 2.400000e-01
6000000; 4.400000e+00; 2.400000e-01
6500000; 4.400000e+00; 2.400000e-01
7000000; 4.400000e+00; 2.400000e-01
7500000; 4.400000e+00; 2.400000e-01
8000000; 4.320000e+00; 2.400000e-01
8500000; 4.320000e+00; 2.400000e-01
9000000; 4.320000e+00; 2.400000e-01
9500000; 4.320000e+00; 2.400000e-01
10000000; 4.320000e+00; 2.400000e-01
10500000; 4.320000e+00; 2.400000e-01
11000000; 4.400000e+00; 2.400000e-01
11500000; 4.240000e+00; 2.400000e-01
12000000; 4.240000e+00; 2.400000e-01
12500000; 4.240000e+00; 2.400000e-01
13000000; 4.320000e+00; 2.400000e-01
13500000; 4.240000e+00; 2.400000e-01
14000000; 4.240000e+00; 2.400000e-01
14500000; 4.160000e+00; 2.400000e-01
15000000; 4.080000e+00; 2.400000e-01
15500000; 4.080000e+00; 2.400000e-01
16000000; 4.080000e+00; 2.400000e-01
16500000; 4.080000e+00; 2.400000e-01
17000000; 3.920000e+00; 2.400000e-01
17500000; 3.920000e+00; 2.400000e-01
18000000; 3.840000e+00; 2.400000e-01
18500000; 3.840000e+00; 2.400000e-01
19000000; 3.760000e+00; 2.400000e-01
19500000; 3.680000e+00; 2.400000e-01
20000000; 3.680000e+00; 2.400000e-01
